layer_1,,
5.95,5.95,12.0
-5.95,5.95,12.0
5.95,5.95,24.0
-5.95,5.95,24.0
5.95,5.95,36.0
-5.95,5.95,36.0
5.95,5.95,48.0
-5.95,5.95,48.0
5.95,5.95,60.0
-5.95,5.95,60.0
5.95,5.95,72.0
-5.95,5.95,72.0
5.95,5.95,84.0
-5.95,5.95,84.0
5.95,5.95,96.0
-5.95,5.95,96.0
layer_2,,
5.95,-5.95,12.0
-5.95,-5.95,12.0
5.95,-5.95,24.0
-5.95,-5.95,24.0
5.95,-5.95,36.0
-5.95,-5.95,36.0
5.95,-5.95,48.0
-5.95,-5.95,48.0
5.95,-5.95,60.0
-5.95,-5.95,60.0
5.95,-5.95,72.0
-5.95,-5.95,72.0
5.95,-5.95,84.0
-5.95,-5.95,84.0
5.95,-5.95,96.0
-5.95,-5.95,96.0
